id,name,category,subcategory,tags,brand,price,originalPrice,discount,rating,reviewCount,stock,image,deliveryDays,isPrime,sizes,colors
360,Apple Watch SE (2nd Gen) - Grey (3),accessories,watches,smartwatch|fitness|grey,Apple,276.1,345.56,20,4.6,12063,37,https://picsum.photos/seed/apple-watches-360/800/1000,6,True,,Grey
361,Fenty Beauty Gloss Bomb - Olive (2),beauty,makeup,lip gloss|shine|olive,Fenty Beauty,20.37,26.66,24,5.0,1558,77,https://picsum.photos/seed/fenty-beauty-makeup-361/800/1000,5,False,,Pink
362,Ray-Ban Wayfarer Classic - Grey (4),accessories,sunglasses,acetate|uv|grey,Ray-Ban,195.41,220.0,11,4.5,17554,423,https://picsum.photos/seed/ray-ban-sunglasses-362/800/1000,5,True,,Green|Olive|Black
363,CeraVe Hydrating Facial Cleanser - Brown (1),beauty,skincare,cleanser|ceramides|brown,CeraVe,15.09,18.37,18,4.8,13952,385,https://picsum.photos/seed/cerave-skincare-363/800/1000,4,False,,Purple|Green|Brown
364,Nike Air Force 1 '07 - Pink (2),footwear,sneakers,sneakers|leather|heritage|pink,Nike,99.16,118.3,16,4.9,12976,274,https://picsum.photos/seed/nike-sneakers-364/800/1000,3,True,6|8|7,Green|Blue|Pink
365,Allbirds Wool Runner - Olive (2),footwear,sneakers,merino|sustainable|olive,Allbirds,123.88,149.19,17,4.7,2141,115,https://picsum.photos/seed/allbirds-sneakers-365/800/1000,3,True,7|6|9|11|10,Navy|Red|Black
366,Casio G-Shock DW5600 - Brown (3),accessories,watches,shock resistant|digital|brown,Casio,95.65,109.74,13,4.8,3033,100,https://picsum.photos/seed/casio-watches-366/800/1000,5,True,,Red|Blue|Black
367,Anker 737 Power Bank - Navy (1),accessories,gadgets,power bank|usb-c|navy,Anker,164.89,209.74,21,4.8,7211,68,https://picsum.photos/seed/anker-gadgets-367/800/1000,5,True,,Beige|Brown
368,CeraVe Hydrating Facial Cleanser - White (4),beauty,skincare,cleanser|ceramides|white,CeraVe,17.52,19.15,9,4.9,9284,327,https://picsum.photos/seed/cerave-skincare-368/800/1000,6,False,,Grey|Brown|Pink
369,Skip Hop Diaper Backpack - Pink (2),kids,bags,parents|diaper|pink,Skip Hop,71.72,90.72,21,4.2,11917,157,https://picsum.photos/seed/skip-hop-bags-369/800/1000,3,True,11C|2Y,Green|Blue|Brown
370,Kindle Paperwhite 11th Gen - Olive (2),accessories,ereader,ereader|waterproof|olive,Amazon,146.93,159.82,8,4.2,16180,492,https://picsum.photos/seed/amazon-ereader-370/800/1000,3,False,,White|Green|Blue
371,Birkenstock Arizona EVA - Navy (3),footwear,sandals,sandals|summer|navy,Birkenstock,56.89,66.64,15,4.1,6441,271,https://picsum.photos/seed/birkenstock-sandals-371/800/1000,6,False,6|12|8|11,Navy|Beige
372,Aritzia Super Puff - Green (4),women,jackets,puffer|winter|green,Aritzia,245.26,276.06,11,4.0,15171,282,https://picsum.photos/seed/aritzia-jackets-372/800/1000,6,False,XL|XXL|XS|L,Red
373,Everlane Organic Cotton Box-Cut Tee - Grey (2),women,tops,basics|cotton|grey,Everlane,30.37,40.92,26,4.5,13794,187,https://picsum.photos/seed/everlane-tops-373/800/1000,4,False,M|XS|XL|XXL|L|S,Blue|Green
374,Levi's Ribcage Straight Ankle - Navy (2),women,jeans,denim|high rise|navy,Levi's,115.8,139.59,17,4.2,1266,490,https://picsum.photos/seed/levi's-jeans-374/800/1000,5,False,XXL|L|M|S|XL|XS,Beige|Olive|Navy
375,Lululemon ABC Slim-Fit Pant - Beige (2),men,pants,commuter|stretch|beige,Lululemon,117.44,149.62,22,4.5,11729,447,https://picsum.photos/seed/lululemon-pants-375/800/1000,6,False,XS|XXL|L|M,White|Pink|Red
376,Dr. Martens 1460 Smooth - Grey (3),footwear,boots,boots|leather|grey,Dr. Martens,172.72,211.33,18,4.1,2002,230,https://picsum.photos/seed/dr.-martens-boots-376/800/1000,6,False,7|9|10|12|11|6|8,Olive
377,Sephora Collection Cream Lip Stain - Beige (2),beauty,makeup,lip|matte|beige,Sephora Collection,15.73,20.24,22,4.9,13806,486,https://picsum.photos/seed/sephora-collection-makeup-377/800/1000,5,True,,Grey
378,Aritzia Super Puff - Blue (1),women,jackets,puffer|winter|blue,Aritzia,235.4,306.08,23,4.3,4892,262,https://picsum.photos/seed/aritzia-jackets-378/800/1000,3,True,L|XL|M,Grey
379,Bose QuietComfort Ultra - Beige (3),accessories,headphones,anc|comfort|beige,Bose,481.77,547.36,12,4.1,4280,224,https://picsum.photos/seed/bose-headphones-379/800/1000,6,True,,Olive|Pink|Red
380,Kids Nike Team Hustle D 11 - White (1),kids,sneakers,kids|basketball|white,Nike,74.86,81.25,8,4.0,1465,457,https://picsum.photos/seed/nike-sneakers-380/800/1000,3,True,2Y|10C,Grey|White
381,Garmin Forerunner 265 - Pink (2),accessories,watches,gps|running|pink,Garmin,445.68,590.9,25,4.3,2064,144,https://picsum.photos/seed/garmin-watches-381/800/1000,6,False,,Black
382,Sony WH-1000XM5 - White (3),accessories,headphones,anc|wireless|white,Sony,393.76,462.21,15,3.8,1922,398,https://picsum.photos/seed/sony-headphones-382/800/1000,3,True,,Black|Purple
383,Casio G-Shock DW5600 - Navy (1),accessories,watches,shock resistant|digital|navy,Casio,107.88,120.78,11,4.0,10247,410,https://picsum.photos/seed/casio-watches-383/800/1000,5,True,,Pink|Black|Red
384,Ray-Ban Wayfarer Classic - Pink (3),accessories,sunglasses,acetate|uv|pink,Ray-Ban,171.33,223.03,23,4.5,10959,133,https://picsum.photos/seed/ray-ban-sunglasses-384/800/1000,5,True,,Green|Brown|Grey
385,Arc'teryx Atom LT Hoody - Blue (3),men,jackets,insulated|outdoor|blue,Arc'teryx,304.25,363.78,16,4.0,16109,30,https://picsum.photos/seed/arc'teryx-jackets-385/800/1000,4,True,L|XS|S,Navy|Beige
386,The North Face Nuptse Jacket - White (3),women,jackets,down|outdoor|white,The North Face,364.09,404.3,10,3.9,1344,349,https://picsum.photos/seed/the-north-face-jackets-386/800/1000,3,False,XL|M|XXL|S|L|XS,Blue|Purple
387,Dr. Martens 1460 Smooth - Purple (4),footwear,boots,boots|leather|purple,Dr. Martens,161.12,204.51,21,4.6,5216,294,https://picsum.photos/seed/dr.-martens-boots-387/800/1000,5,True,11|10|7|9|8|6,Pink
388,Tumi Alpha 3 Expandable Brief - Green (4),accessories,bags,brief|travel|green,Tumi,469.78,587.26,20,3.9,3926,111,https://picsum.photos/seed/tumi-bags-388/800/1000,4,True,,Blue|Beige
389,Kindle Paperwhite 11th Gen - White (4),accessories,ereader,ereader|waterproof|white,Amazon,156.4,173.58,10,4.5,14520,269,https://picsum.photos/seed/amazon-ereader-389/800/1000,3,False,,Brown|Red|Beige
390,Nike Air Force 1 '07 - White (1),footwear,sneakers,sneakers|leather|heritage|white,Nike,124.07,142.65,13,4.0,13952,137,https://picsum.photos/seed/nike-sneakers-390/800/1000,3,True,9|12|10|11|7,Grey|Olive
391,Arc'teryx Atom LT Hoody - Black (3),men,jackets,insulated|outdoor|black,Arc'teryx,290.35,333.09,13,4.1,7291,136,https://picsum.photos/seed/arc'teryx-jackets-391/800/1000,6,True,M|L|S|XS|XL,White
392,Uniqlo U Crew Neck T-Shirt - Green (2),men,t-shirts,basics|cotton|green,Uniqlo,17.75,22.76,22,4.3,991,59,https://picsum.photos/seed/uniqlo-t-shirts-392/800/1000,5,True,XXL|XL|XS,Black
393,Ray-Ban Wayfarer Classic - Olive (2),accessories,sunglasses,acetate|uv|olive,Ray-Ban,191.71,236.65,19,4.7,2590,240,https://picsum.photos/seed/ray-ban-sunglasses-393/800/1000,2,False,,Olive|Pink
394,Athleta Salutation Stash 7/8 Tight - White (1),women,activewear,leggings|performance|white,Athleta,111.67,120.06,7,4.5,16811,45,https://picsum.photos/seed/athleta-activewear-394/800/1000,3,True,XXL|M|XL|S,Pink
395,Everlane Organic Cotton Box-Cut Tee - Olive (4),women,tops,basics|cotton|olive,Everlane,34.01,41.41,18,4.2,8454,81,https://picsum.photos/seed/everlane-tops-395/800/1000,4,False,XXL|M|L|XL,Green
396,Dr. Martens 1460 Smooth - Purple (1),footwear,boots,boots|leather|purple,Dr. Martens,183.41,218.18,16,4.4,12914,469,https://picsum.photos/seed/dr.-martens-boots-396/800/1000,6,True,8|12|9|10,White|Green
397,New Balance 990v6 - Olive (3),footwear,running,running|made in usa|suede|olive,New Balance,187.55,210.35,11,4.0,6589,6,https://picsum.photos/seed/new-balance-running-397/800/1000,3,True,11|6|8|7|9|10,White
398,Olaplex No.3 Hair Perfector - Grey (4),beauty,haircare,bond repair|hair|grey,Olaplex,29.98,34.76,14,4.3,10716,307,https://picsum.photos/seed/olaplex-haircare-398/800/1000,6,False,,Red
399,Adidas Originals Stan Smith Kids - Pink (1),kids,sneakers,kids|sneakers|pink,Adidas,62.56,82.82,24,4.3,63,395,https://picsum.photos/seed/adidas-sneakers-399/800/1000,3,True,13C|2Y|1Y|10C|11C|3Y,Pink|Black|Beige
400,Allbirds Wool Runner - Brown (1),footwear,sneakers,merino|sustainable|brown,Allbirds,106.32,142.32,25,4.4,3647,5,https://picsum.photos/seed/allbirds-sneakers-400/800/1000,5,True,10|9|7|8|11|12,Brown
401,Tumi Alpha 3 Expandable Brief - Green (2),accessories,bags,brief|travel|green,Tumi,496.16,610.64,19,4.3,1347,486,https://picsum.photos/seed/tumi-bags-401/800/1000,2,True,,Blue|Brown|Navy
402,COS Relaxed Linen Shirt - Green (2),men,shirts,linen|summer|green,COS,88.12,114.72,23,5.0,3000,239,https://picsum.photos/seed/cos-shirts-402/800/1000,5,False,S|XXL|M|XS|XL|L,Blue|Beige
403,Herschel Little America Backpack - Olive (2),accessories,bags,backpack|travel|olive,Herschel,119.01,152.61,22,4.3,17016,269,https://picsum.photos/seed/herschel-bags-403/800/1000,4,True,,Purple
404,Carter's 2-Piece Pajama Set - Purple (1),kids,sleepwear,pajamas|soft|purple,Carter's,26.94,29.9,10,4.0,366,209,https://picsum.photos/seed/carter's-sleepwear-404/800/1000,2,True,2Y|12C|3Y|11C|13C,Brown
405,Madewell Transport Tote - Navy (1),accessories,bags,tote|leather|navy,Madewell,173.78,232.57,25,4.4,15400,46,https://picsum.photos/seed/madewell-bags-405/800/1000,2,True,,Blue
406,The Ordinary Niacinamide 10% + Zinc 1% - Grey (3),beauty,serum,niacinamide|oil control|grey,The Ordinary,13.27,13.96,5,3.9,997,345,https://picsum.photos/seed/the-ordinary-serum-406/800/1000,2,False,,Red|Pink|Blue
407,Kiehl's Ultra Facial Cream - Blue (1),beauty,moisturizer,moisturizer|hydrating|blue,Kiehl's,43.42,54.92,21,4.6,330,264,https://picsum.photos/seed/kiehl's-moisturizer-407/800/1000,6,True,,Green|Blue|White
408,Skip Hop Diaper Backpack - Grey (1),kids,bags,parents|diaper|grey,Skip Hop,77.3,103.34,25,4.0,2448,25,https://picsum.photos/seed/skip-hop-bags-408/800/1000,4,True,13C|10C|1Y|2Y,Olive|Blue
409,Sephora Collection Cream Lip Stain - Grey (3),beauty,makeup,lip|matte|grey,Sephora Collection,16.7,19.1,13,4.2,2335,135,https://picsum.photos/seed/sephora-collection-makeup-409/800/1000,5,False,,Grey|Red|Beige
410,CeraVe Hydrating Facial Cleanser - Black (3),beauty,skincare,cleanser|ceramides|black,CeraVe,18.21,19.31,6,4.0,15938,424,https://picsum.photos/seed/cerave-skincare-410/800/1000,5,False,,Green
411,Timberland 6-Inch Premium - Pink (2),footwear,boots,boots|waterproof|pink,Timberland,198.44,224.25,12,4.6,6819,7,https://picsum.photos/seed/timberland-boots-411/800/1000,5,True,7|6|9,Beige|Green|Red
412,Anker 737 Power Bank - Red (2),accessories,gadgets,power bank|usb-c|red,Anker,138.56,176.4,21,5.0,2068,150,https://picsum.photos/seed/anker-gadgets-412/800/1000,6,True,,Grey
413,Dyson Supersonic Hair Dryer - Beige (4),beauty,haircare,hair dryer|premium|beige,Dyson,432.79,518.39,17,4.3,13307,372,https://picsum.photos/seed/dyson-haircare-413/800/1000,6,True,,Red
414,Athleta Salutation Stash 7/8 Tight - Navy (4),women,activewear,leggings|performance|navy,Athleta,95.07,125.43,24,4.6,10932,303,https://picsum.photos/seed/athleta-activewear-414/800/1000,5,True,XXL|L|M|XL|XS|S,Navy|Green
415,Rains Long Jacket - Navy (2),men,jackets,rain|lightweight|navy,Rains,125.06,166.54,25,5.0,7470,143,https://picsum.photos/seed/rains-jackets-415/800/1000,3,True,M|XXL|XL|XS|S|L,Black
416,Kids Nike Team Hustle D 11 - Brown (2),kids,sneakers,kids|basketball|brown,Nike,64.44,74.65,14,3.9,8186,429,https://picsum.photos/seed/nike-sneakers-416/800/1000,2,False,12C|1Y|13C|11C|3Y|10C,Blue
417,Everlane Organic Cotton Box-Cut Tee - Blue (1),women,tops,basics|cotton|blue,Everlane,31.3,37.69,17,4.3,7359,255,https://picsum.photos/seed/everlane-tops-417/800/1000,2,True,XL|S|L|XXL|M|XS,Brown|Pink
418,Sephora Collection Cream Lip Stain - White (3),beauty,makeup,lip|matte|white,Sephora Collection,15.34,18.51,17,4.8,9897,117,https://picsum.photos/seed/sephora-collection-makeup-418/800/1000,2,True,,Beige|Green|Purple
419,COS Relaxed Linen Shirt - Red (3),men,shirts,linen|summer|red,COS,88.5,96.04,8,4.5,12257,72,https://picsum.photos/seed/cos-shirts-419/800/1000,3,True,L|S|XXL|M|XS|XL,Grey|Navy|Blue
420,Adidas Originals Stan Smith Kids - Pink (2),kids,sneakers,kids|sneakers|pink,Adidas,69.27,87.31,21,4.6,1417,69,https://picsum.photos/seed/adidas-sneakers-420/800/1000,2,False,11C|10C|13C|3Y|1Y|2Y,Green|Red
421,The Ordinary Niacinamide 10% + Zinc 1% - Navy (3),beauty,serum,niacinamide|oil control|navy,The Ordinary,11.47,12.81,10,4.1,13764,482,https://picsum.photos/seed/the-ordinary-serum-421/800/1000,6,True,,Red
422,Arc'teryx Atom LT Hoody - Black (1),men,jackets,insulated|outdoor|black,Arc'teryx,320.07,382.47,16,4.5,7005,177,https://picsum.photos/seed/arc'teryx-jackets-422/800/1000,3,True,L|XL|M|XS|XXL,Brown|Olive
423,Oakley Holbrook Prizm - Grey (2),accessories,sunglasses,prizm|sport|grey,Oakley,151.66,188.8,20,4.6,9572,271,https://picsum.photos/seed/oakley-sunglasses-423/800/1000,4,True,,Navy
424,Nike Air Force 1 '07 - Pink (2),footwear,sneakers,sneakers|leather|heritage|pink,Nike,122.86,149.94,18,3.9,9338,310,https://picsum.photos/seed/nike-sneakers-424/800/1000,5,False,9|6|7|10|11|12|8,Purple
425,The North Face Nuptse Jacket - Purple (4),women,jackets,down|outdoor|purple,The North Face,289.89,384.14,25,3.9,1844,397,https://picsum.photos/seed/the-north-face-jackets-425/800/1000,4,True,XL|M|S|XXL|L,Red|Blue
426,Converse Chuck 70 High - Brown (2),footwear,sneakers,canvas|lifestyle|brown,Converse,108.09,121.19,11,5.0,3950,353,https://picsum.photos/seed/converse-sneakers-426/800/1000,4,False,12|11|10|6|7|8,Red|Beige|Navy
427,LEGO Classic Bricks and Wheels - Navy (3),kids,toys,lego|creative|navy,LEGO,31.35,42.03,25,4.0,11393,169,https://picsum.photos/seed/lego-toys-427/800/1000,6,True,13C|2Y|3Y|12C|11C|1Y|10C,Navy|Black
428,Gap Kids Graphic Tee - Black (1),kids,t-shirts,cotton|graphic|black,Gap,17.31,22.9,24,4.7,761,158,https://picsum.photos/seed/gap-t-shirts-428/800/1000,5,False,13C|3Y,Brown|Black|Navy
429,COS Relaxed Linen Shirt - Black (3),men,shirts,linen|summer|black,COS,87.23,103.28,16,4.9,8878,391,https://picsum.photos/seed/cos-shirts-429/800/1000,5,False,XL|XXL|XS|M,Purple|Pink
430,Nike Dri-FIT Challenger Shorts - Navy (1),men,shorts,running|lightweight|navy,Nike,46.23,56.18,18,4.6,8536,110,https://picsum.photos/seed/nike-shorts-430/800/1000,5,False,XL|XXL|L|XS,Grey|Olive
431,Lululemon ABC Slim-Fit Pant - Green (4),men,pants,commuter|stretch|green,Lululemon,115.87,141.6,18,4.0,10615,494,https://picsum.photos/seed/lululemon-pants-431/800/1000,4,True,L|XL|XS|S,Beige|Red
432,Apple Watch SE (2nd Gen) - Black (3),accessories,watches,smartwatch|fitness|black,Apple,229.27,289.35,21,4.8,11554,98,https://picsum.photos/seed/apple-watches-432/800/1000,5,True,,Purple|Olive
433,Vuori Halo Performance Hoodie - Black (4),women,hoodies,athleisure|soft|black,Vuori,96.61,129.47,25,4.5,17331,205,https://picsum.photos/seed/vuori-hoodies-433/800/1000,4,True,XL|M|L|XS,Navy|Pink|Black
434,Aritzia Super Puff - Purple (4),women,jackets,puffer|winter|purple,Aritzia,237.29,282.32,16,4.9,9074,283,https://picsum.photos/seed/aritzia-jackets-434/800/1000,4,True,XXL|XL|L,Olive|Blue
435,Kindle Paperwhite 11th Gen - Beige (1),accessories,ereader,ereader|waterproof|beige,Amazon,143.57,150.82,5,4.2,4756,58,https://picsum.photos/seed/amazon-ereader-435/800/1000,3,True,,Purple|Navy
436,Kids Nike Team Hustle D 11 - Beige (4),kids,sneakers,kids|basketball|beige,Nike,77.89,94.76,18,4.0,416,66,https://picsum.photos/seed/nike-sneakers-436/800/1000,2,True,12C|3Y|10C|11C|13C|1Y,Purple|Pink|Olive
437,Everlane Organic Cotton Box-Cut Tee - Brown (1),women,tops,basics|cotton|brown,Everlane,29.23,35.68,18,3.9,119,392,https://picsum.photos/seed/everlane-tops-437/800/1000,5,False,L|XXL|M|XL|S|XS,Pink|Black
438,Birkenstock Arizona EVA - Purple (1),footwear,sandals,sandals|summer|purple,Birkenstock,53.78,57.6,7,4.0,17244,379,https://picsum.photos/seed/birkenstock-sandals-438/800/1000,2,True,6|9|8|10|12|7,Red|Beige
439,Patagonia Better Sweater Fleece - Beige (4),women,sweaters,fleece|outdoor|beige,Patagonia,130.74,139.09,6,4.1,11729,435,https://picsum.photos/seed/patagonia-sweaters-439/800/1000,5,False,S|XL|XXL|L|M|XS,White|Green
440,Levi's Ribcage Straight Ankle - Black (1),women,jeans,denim|high rise|black,Levi's,113.8,127.99,11,3.8,12059,248,https://picsum.photos/seed/levi's-jeans-440/800/1000,6,False,S|XXL|XL|M,White
441,Aritzia Super Puff - Red (4),women,jackets,puffer|winter|red,Aritzia,232.44,253.84,8,4.0,11711,372,https://picsum.photos/seed/aritzia-jackets-441/800/1000,5,True,M|XXL|XS|XL|S,Purple|Blue
442,Sephora Collection Cream Lip Stain - Pink (1),beauty,makeup,lip|matte|pink,Sephora Collection,14.92,18.65,20,4.0,1237,353,https://picsum.photos/seed/sephora-collection-makeup-442/800/1000,5,False,,Blue|Black|Brown
443,Skip Hop Diaper Backpack - Purple (3),kids,bags,parents|diaper|purple,Skip Hop,74.93,79.38,6,3.8,8134,323,https://picsum.photos/seed/skip-hop-bags-443/800/1000,5,True,1Y|11C|3Y|13C|2Y,Brown|Grey
444,Uniqlo U Crew Neck T-Shirt - Black (4),men,t-shirts,basics|cotton|black,Uniqlo,19.24,25.81,25,4.0,1903,174,https://picsum.photos/seed/uniqlo-t-shirts-444/800/1000,4,True,M|XS|S|L,Brown|Purple
445,Lululemon ABC Slim-Fit Pant - Navy (2),men,pants,commuter|stretch|navy,Lululemon,128.25,149.64,14,4.5,4350,480,https://picsum.photos/seed/lululemon-pants-445/800/1000,2,True,XXL|S|XL,Green|Beige|Blue
446,Allbirds Wool Runner - Beige (4),footwear,sneakers,merino|sustainable|beige,Allbirds,113.96,128.11,11,4.0,478,395,https://picsum.photos/seed/allbirds-sneakers-446/800/1000,3,True,10|11|9|12|6|8,Blue
447,Casio G-Shock DW5600 - Black (2),accessories,watches,shock resistant|digital|black,Casio,95.33,108.74,12,4.6,15753,227,https://picsum.photos/seed/casio-watches-447/800/1000,6,False,,Navy|Olive
448,Birkenstock Arizona EVA - Pink (2),footwear,sandals,sandals|summer|pink,Birkenstock,50.78,59.29,14,4.0,16851,187,https://picsum.photos/seed/birkenstock-sandals-448/800/1000,4,True,6|7|12,Red|Pink|Purple
449,COS Relaxed Linen Shirt - Olive (1),men,shirts,linen|summer|olive,COS,89.53,114.04,21,4.4,16495,151,https://picsum.photos/seed/cos-shirts-449/800/1000,4,False,XL|XS|M,Beige|Pink|Blue
450,Sony WH-1000XM5 - White (2),accessories,headphones,anc|wireless|white,Sony,401.03,469.3,15,4.9,8750,205,https://picsum.photos/seed/sony-headphones-450/800/1000,3,True,,Red|White
451,Allbirds Wool Runner - Navy (4),footwear,sneakers,merino|sustainable|navy,Allbirds,125.51,137.83,9,4.7,4802,329,https://picsum.photos/seed/allbirds-sneakers-451/800/1000,2,True,9|7|11|8|10|6|12,Pink|Blue
452,Levi's Ribcage Straight Ankle - Blue (4),women,jeans,denim|high rise|blue,Levi's,105.42,136.33,23,4.3,7375,444,https://picsum.photos/seed/levi's-jeans-452/800/1000,4,True,XXL|M|XS,Pink
453,Uniqlo U Crew Neck T-Shirt - Black (1),men,t-shirts,basics|cotton|black,Uniqlo,20.67,24.27,15,4.3,9155,451,https://picsum.photos/seed/uniqlo-t-shirts-453/800/1000,2,True,XXL|S|L|M|XS|XL,Green|Black
454,Converse Chuck 70 High - Black (3),footwear,sneakers,canvas|lifestyle|black,Converse,89.89,108.52,17,3.9,5497,487,https://picsum.photos/seed/converse-sneakers-454/800/1000,6,True,11|7|6|8|12|10,Navy
455,Levi's 501 Original Fit Jeans - Green (3),men,jeans,denim|heritage|green,Levi's,108.14,114.46,6,3.9,14518,9,https://picsum.photos/seed/levi's-jeans-455/800/1000,3,True,L|S|XS,Grey|Black
456,Dyson Supersonic Hair Dryer - Green (4),beauty,haircare,hair dryer|premium|green,Dyson,413.96,536.0,23,5.0,5355,115,https://picsum.photos/seed/dyson-haircare-456/800/1000,2,True,,Blue|Olive|Grey
457,Carhartt WIP Chase Hoodie - Olive (3),men,hoodies,fleece|street|olive,Carhartt WIP,92.67,101.2,8,3.9,551,183,https://picsum.photos/seed/carhartt-wip-hoodies-457/800/1000,4,True,M|S|L|XS|XXL,Olive
458,COS Relaxed Linen Shirt - Grey (2),men,shirts,linen|summer|grey,COS,84.92,91.81,8,4.9,4776,492,https://picsum.photos/seed/cos-shirts-458/800/1000,2,True,S|M|XS|XL|L,Black|Navy
459,Converse Chuck 70 High - Blue (3),footwear,sneakers,canvas|lifestyle|blue,Converse,97.04,119.03,18,3.9,8829,92,https://picsum.photos/seed/converse-sneakers-459/800/1000,4,False,12|9|7|8|10,Black|White|Beige
460,Carhartt WIP Chase Hoodie - Green (4),men,hoodies,fleece|street|green,Carhartt WIP,85.65,112.08,24,4.3,12976,162,https://picsum.photos/seed/carhartt-wip-hoodies-460/800/1000,5,True,XL|S|M|XXL|L|XS,Brown|Blue
461,The Ordinary Niacinamide 10% + Zinc 1% - Pink (1),beauty,serum,niacinamide|oil control|pink,The Ordinary,11.99,14.47,17,3.8,5529,37,https://picsum.photos/seed/the-ordinary-serum-461/800/1000,4,True,,Pink|Purple
462,Levi's 501 Original Fit Jeans - Pink (1),men,jeans,denim|heritage|pink,Levi's,109.67,123.04,11,4.4,3245,477,https://picsum.photos/seed/levi's-jeans-462/800/1000,5,True,XS|XL|L|M|XXL,Navy|Blue
